Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
8935689,"Consider Phlebas (Culture, #1)",Iain M. Banks,"Banks, Iain M.",,"=""1857231384""","=""9781857231380""",0,3.86,Orbit,Paperback,471,1988,1987,,2016/06/15,to-read,to-read (#122),to-read,,,,0,,,0,,,,,
89187,"Revelation Space (Revelation Space, #1)",Alastair Reynolds,"Reynolds, Alastair",,"=""0441009425""","=""9780441009428""",0,3.99,Ace Books,Mass Market Paperback,585,2002,2000,,2016/06/15,to-read,to-read (#121),to-read,,,,0,,,0,,,,,
26771521,"Beacon 23 (Beacon 23, #1-5)",Hugh Howey,"Howey, Hugh",,"=""1516865871""","=""9781516865871""",0,3.91,Createspace,Paperback,254,2015,2015,,2016/06/15,to-read,to-read (#120),to-read,,,,0,,,0,,,,,
20662430,"Sand (Sand, #1-5)",Hugh Howey,"Howey, Hugh",,"=""009959515X""","=""9780099595151""",0,3.97,Arrow,Paperback,372,2014,2014,,2016/06/15,to-read,to-read (#119),to-read,,,,0,,,0,,,,,
22171697,"Fear the Sky (The Fear Saga, #1)",Stephen     Moss,"Moss, Stephen",,"=""""","=""""",0,4.08,Stephen Moss,Kindle Edition,394,2014,2014,,2016/06/15,to-read,to-read (#118),to-read,,,,0,,,0,,,,,
77566,"Hyperion (Hyperion Cantos, #1)",Dan Simmons,"Simmons, Dan",Gary Ruddell,"=""0553283685""","=""9780553283686""",0,4.24,Bantam Spectra,Mass Market Paperback,482,1990,1989,,2016/06/15,to-read,to-read (#117),to-read,,,,0,,,0,,,,,
325661,"West of Eden (West of Eden, #1)",Harry Harrison,"Harrison, Harry",Bill Sanderson,"=""0743487184""","=""9780743487184""",0,3.85,iBooks,Paperback,483,2004,1984,,2016/06/15,to-read,to-read (#116),to-read,,,,0,,,0,,,,,
147908,"Wild Cards (Wild Cards, #1)",George R.R. Martin,"Martin, George R.R.","Walter Jon Williams, Melinda M. Snodgrass, Lewis Shiner, Victor Milán, Stephen Leigh, John J.  Miller, Edward Bryant, Brian Bolland, Mike Zeck, Howard Waldrop, Roger Zelazny, Leanne C. Harper","=""1596872829""","=""9781596872820""",0,3.69,iBooks,Paperback,432,2007,1986,,2016/06/15,to-read,to-read (#115),to-read,,,,0,,,0,,,,,
18656030,"Cibola Burn (The Expanse, #4)",James S.A. Corey,"Corey, James S.A.",,"=""""","=""""",3,4.20,Orbit,Hardcover,581,2014,2014,2016/05/22,2016/05/01,,,read,,,,1,,,0,,,,,
25648897,"Chains of Command (Frontlines, #4)",Marko Kloos,"Kloos, Marko",,"=""""","=""""",4,4.27,47North,Kindle Edition,386,2016,2016,2016/05/07,2016/04/10,,,read,,,,1,,,0,,,,,
25733990,"Sleeping Giants (Themis Files, #1)",Sylvain Neuvel,"Neuvel, Sylvain",,"=""1101886692""","=""9781101886694""",0,3.83,Del Rey,Hardcover,320,2016,2016,,2016/05/02,to-read,to-read (#114),to-read,,,,0,,,0,,,,,
26170028,"The Vital Abyss (The Expanse, #5.5)",James S.A. Corey,"Corey, James S.A.",,"=""0316217565""","=""9780316217569""",0,3.89,Orbit,ebook,75,2015,2015,,2016/05/01,to-read,to-read (#113),to-read,,,,0,,,0,,,,,
16131032,"Abaddon's Gate (The Expanse, #3)",James S.A. Corey,"Corey, James S.A.",,"=""0316129070""","=""9780316129077""",4,4.25,Orbit,Paperback,539,2013,2013,2016/05/01,2016/04/10,,,read,,,,1,,,0,,,,,
15837317,"Gods of Risk (The Expanse, #2.5)",James S.A. Corey,"Corey, James S.A.",,"=""""","=""""",3,3.72,Orbit,Kindle Edition,68,2012,2012,2016/04/13,2016/04/10,,,read,,,,1,,,0,,,,,
17332218,"Words of Radiance (The Stormlight Archive, #2)",Brandon Sanderson,"Sanderson, Brandon",,"=""0765326361""","=""9780765326362""",5,4.75,Tor Books,Hardcover,1087,2014,2014,2016/04/09,2014/06/04,,,read,,,,1,,,0,,,,,
20886354,"Skin Deep (Legion, #2)",Brandon Sanderson,"Sanderson, Brandon",Jon Foster,"=""""","=""""",4,4.13,Subterranean Press ,Leather Bound,208,2014,2014,2016/03/06,2014/10/31,,,read,,,,1,,,0,,,,,
7235533,"The Way of Kings (The Stormlight Archive, #1)",Brandon Sanderson,"Sanderson, Brandon",,"=""0765326353""","=""9780765326355""",5,4.63,Tor Books,Hardcover,1007,2010,2010,2016/03/30,2014/01/07,,,read,,,,1,,,0,,,,,
28881,"Lamb: The Gospel According to Biff, Christ's Childhood Pal",Christopher Moore,"Moore, Christopher",,"=""0380813815""","=""9780380813810""",0,4.22,William Morrow / HarperCollins / Harper Perennial,Paperback,444,2004,2002,,2016/02/28,to-read,to-read (#112),to-read,,,,0,,,0,,,,,
13452375,"Legion (Legion, #1)",Brandon Sanderson,"Sanderson, Brandon",Deniz Evliyagil,"=""1596064854""","=""9781596064850""",4,4.14,Subterranean Press,Hardcover,88,2012,2012,,2014/12/01,,,read,,,,1,,,0,,,,,
21411388,Shadows for Silence in the Forests of Hell,Brandon Sanderson,"Sanderson, Brandon",,"=""""","=""""",0,4.20,Tor Books,,50,2013,2013,,2016/02/25,to-read,to-read (#111),to-read,,,,0,,,0,,,,,
25188109,Perfect State,Brandon Sanderson,"Sanderson, Brandon",,"=""""","=""""",0,4.06,Dragonsteel Entertainment,Kindle Edition,87,2015,2015,,2016/02/25,to-read,to-read (#110),to-read,,,,0,,,0,,,,,
623976,"Alcatraz Versus the Evil Librarians (Alcatraz, #1)",Brandon Sanderson,"Sanderson, Brandon",,"=""0439925509""","=""9780439925501""",0,3.90,Scholastic Press,Hardcover,308,2007,2007,,2016/02/25,to-read,to-read (#109),to-read,,,,0,,,0,,,,,
16280689,"Staked (The Iron Druid Chronicles, #8)",Kevin Hearne,"Hearne, Kevin",,"=""0345548515""","=""9780345548511""",3,4.24,Del Rey,Hardcover,310,2016,2016,,2014/06/04,,,read,,,,1,,,0,,,,,
22443261,"The Rithmatist (The Rithmatist, #1)",Brandon Sanderson,"Sanderson, Brandon",,"=""""","=""""",4,4.23,Tor UK,Kindle Edition,353,2014,2013,2016/02/25,2016/02/21,,,read,,,,1,,,0,,,,,
20518872,The Three-Body Problem (Remembrance of Earth’s Past #1),Liu Cixin,"Cixin, Liu",Ken Liu,"=""0765377063""","=""9780765377067""",0,4.07,Tor Books,Hardcover,399,2014,2006,,2016/02/22,to-read,to-read (#108),to-read,,,,0,,,0,,,,,
25451852,"Dawn of Wonder (The Wakening, #1)",Jonathan Renshaw,"Renshaw, Jonathan",,"=""""","=""""",0,4.34,Jonathan Renshaw,Kindle Edition,715,2015,2015,,2016/02/21,to-read,to-read (#107),to-read,,,,0,,,0,,,,,
15704486,"Calamity (Reckoners, #3)",Brandon Sanderson,"Sanderson, Brandon",,"=""0385743602""","=""9780385743600""",4,4.19,Delacorte Press,Hardcover,424,2016,2016,2016/02/21,2014/09/04,,,read,,,,1,,,0,,,,,
12111823,"The Winds of Winter (A Song of Ice and Fire, #6)",George R.R. Martin,"Martin, George R.R.",,"=""0002247410""","=""9780002247412""",0,4.40,Harper Voyager,Hardcover,,,,,2016/02/15,to-read,to-read (#106),to-read,,,,0,,,0,,,,,
29056083,"Harry Potter and the Cursed Child: Parts One and Two (Harry Potter, #8)",John Tiffany,"Tiffany, John","Jack Thorne, J.K. Rowling","=""0751565350""","=""9780751565355""",0,3.54,"Little, Brown",Hardcover,343,2016,2016,,2016/02/15,to-read,to-read (#105),to-read,,,,0,,,0,,,,,
18739426,"The Bands of Mourning (Mistborn, #6)",Brandon Sanderson,"Sanderson, Brandon",,"=""""","=""""",4,4.41,Tor,Kindle Edition,448,2016,2016,2016/02/15,2014/09/04,,,read,,,,1,,,0,,,,,
28698036,"Secret History (Mistborn, #3.5)",Brandon Sanderson,"Sanderson, Brandon",,"=""""","=""""",4,4.37,"Dragonsteel Entertainment, LLC",Kindle Edition,160,2016,2016,,2016/02/10,,,read,,,,1,,,0,,,,,
25337294,"Staked (The Iron Druid Chronicles, #8)",Kevin Hearne,"Hearne, Kevin",,"=""""","=""""",3,4.24,Del Rey,Kindle Edition,336,2016,2016,,2016/02/11,,,read,,,,1,,,0,,,,,
17970723,"Forged in Mist (Mistborn Chronicles, #2)",Janine Donoho,"Donoho, Janine",,"=""""","=""""",0,4.38,"Amazon Digital Services, Inc.",Kindle Edition,,2013,2013,,2016/02/10,to-read,to-read (#104),to-read,,,,0,,,0,,,,,
7193686,"A Devil in the Details (Jesse James Dawson, #1)",K.A. Stewart,"Stewart, K.A.",,"=""0451463439""","=""9780451463432""",0,3.72,Roc,Paperback,307,2010,2010,,2016/02/05,to-read,to-read (#103),to-read,,,,0,,,0,,,,,
28092009,"A Line in the Sand (Jesse James Dawson, #5)",K.A. Stewart,"Stewart, K.A.",,"=""""","=""9781311086761""",0,4.31,Smashwords Edition,ebook,,2016,2016,,2016/02/05,to-read,to-read (#102),to-read,,,,0,,,0,,,,,
12591698,"Caliban's War (The Expanse, #2)",James S.A. Corey,"Corey, James S.A.",,"=""1841499900""","=""9781841499901""",4,4.36,Orbit,Paperback,595,2012,2012,2016/01/20,2015/12/30,,,read,,,,1,,,0,,,,,
11961115,Imperium (Caulborn #1),Nicholas Olivo,"Olivo, Nicholas",,"=""""","=""""",0,3.64,,Kindle Edition,340,2011,2011,,2016/01/04,to-read,to-read (#101),to-read,,,,0,,,0,,,,,
8855321,"Leviathan Wakes (The Expanse, #1)",James S.A. Corey,"Corey, James S.A.",,"=""1841499889""","=""9781841499888""",4,4.27,Orbit,Paperback,561,2011,2011,2015/12/30,2014/09/04,,,read,,,,1,,,0,,,,,
55399,"Gardens of the Moon (Malazan Book of the Fallen, #1)",Steven Erikson,"Erikson, Steven",,"=""0765348780""","=""9780765348784""",0,3.90,Tor Books,Mass Market Paperback,657,2005,1999,,2014/07/16,to-read,to-read (#100),to-read,,,,0,,,0,,,,,
421007,Nightlife (Cal Leandros #1),Rob Thurman,"Thurman, Rob",,"=""0451460758""","=""9780451460752""",0,3.64,Penguin,Mass Market Paperback,339,2006,2006,,2015/12/06,to-read,to-read (#99),to-read,,,,0,,,0,,,,,
22046915,"Eden's Ore: Secrets (Eden's Ore, #1)",B.V. Bayly,"Bayly, B.V.",,"=""1927559456""","=""9781927559451""",0,3.81, Promontory Press; 1ST edition (2014),Paperback,302,2014,2014,,2015/11/27,to-read,to-read (#98),to-read,,,,0,,,0,,,,,
15575,"The Sword of Shannara (The Original Shannara Trilogy, #1)",Terry Brooks,"Brooks, Terry",,"=""1857231511""","=""9781857231519""",0,3.76,Orbit,Paperback,726,1999,1977,,2015/11/19,to-read,to-read (#97),to-read,,,,0,,,0,,,,,
19161852,"The Fifth Season (The Broken Earth, #1)",N.K. Jemisin,"Jemisin, N.K.",,"=""""","=""""",0,4.32,Orbit,Paperback,468,2015,2015,,2015/11/15,to-read,to-read (#96),to-read,,,,0,,,0,,,,,
24876258,"The Aeronaut's Windlass (The Cinder Spires, #1)",Jim Butcher,"Butcher, Jim",,"=""0451466802""","=""9780451466808""",4,4.18,Roc,Hardcover,630,2015,2015,2015/11/15,2015/09/06,,,read,,,,1,,,0,,,,,
64216,"Guards! Guards! (Discworld, #8; City Watch #1)",Terry Pratchett,"Pratchett, Terry",,"=""0061020648""","=""9780061020643""",3,4.31,HarperTorch,Mass Market Paperback,376,2001,1989,2015/11/12,2015/10/06,,,read,,,,1,,,0,,,,,
95431,"Gone to Texas (Preacher, #1)",Garth Ennis,"Ennis, Garth","Steve Dillon, Joe R. Lansdale","=""""","=""9781563892615""",0,4.16,Vertigo,Comics,336,1996,1995,,2015/11/04,to-read,to-read (#95),to-read,,,,0,,,0,,,,,
2915837,"A Kiss Before the Apocalypse (Remy Chandler, #1)",Thomas E. Sniegoski,"Sniegoski, Thomas E.",,"=""045146205X""","=""9780451462053""",0,3.59,Roc Trade,Mass Market Paperback,290,2008,2008,,2015/10/28,to-read,to-read (#94),to-read,,,,0,,,0,,,,,
1045145,"The Lion, the Witch and the Wardrobe (Chronicles of Narnia, #2)",C.S. Lewis,"Lewis, C.S.",Pauline Baynes,"=""0060234822""","=""9780060234829""",4,4.23,HarperCollins,Hardcover,189,2007,1950,,2014/09/04,,,read,,,,1,,,0,,,,,
116295,Guards! Guards!: The Play,Stephen Briggs,"Briggs, Stephen",Terry Pratchett,"=""0552144312""","=""9780552144315""",3,4.39,Corgi,Paperback,208,1997,1992,,2015/10/06,,,read,,,,1,,,0,,,,,
22838183,Firefall (Firefall #1-2),Peter Watts,"Watts, Peter",,"=""1784080462""","=""9781784080464""",0,3.86,Head of Zeus,Hardcover,720,2014,2014,,2015/10/18,to-read,to-read (#93),to-read,,,,0,,,0,,,,,
16065004,"Shadows of Self (Mistborn, #5)",Brandon Sanderson,"Sanderson, Brandon",,"=""0765378558""","=""9780765378552""",5,4.29,Tor Books,Hardcover,383,2015,2015,,2014/09/04,,,read,,,,1,,,0,,,,,
18007564,The Martian,Andy Weir,"Weir, Andy",,"=""0804139024""","=""9780804139021""",5,4.40,Crown,Hardcover,384,2014,2011,,2015/10/18,,,read,,,,1,,,0,,,,,
